Name,Image,Variation,Body Title,Pattern,Pattern Title,DIY,Body Customize,Pattern Customize,Kit Cost,Kit Type,Cyrus Customize Price,Buy,Sell,Color 1,Color 2,Exchange Price,Exchange Currency,Size,Source,Source Notes,Season/Event,Season/Event Exclusive,HHA Base Points,HHA Concept 1,HHA Concept 2,HHA Series,HHA Set,HHA Category,Interact,Tag,Outdoor,Lighting Type,Sound Type,Catalog,Version Added,Unlocked?,Filename,Variant ID,Internal ID,Unique Entry ID
tremoloid,,Purple,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Purple,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody11_Remake_3_0,3_0,14065,iuCGmtkroEd7w3yGB
tremoloid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody11_Remake_4_0,4_0,14065,qkZtMnBgpF6h2HX96
twangoid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Red,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody05_Remake_0_0,0_0,14059,mQmNuA8udomfPdMyM
twangoid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody05_Remake_1_0,1_0,14059,WoxSqB5oFXXF485hC
twangoid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody05_Remake_2_0,2_0,14059,DC23XDgR8vZevdkva
twangoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Blue,Black,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody05_Remake_3_0,3_0,14059,qRSyqQt3Qmub68cyY
twangoid,,Black,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Black,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody05_Remake_4_0,4_0,14059,ZB5Q5hq8QQ2SKWBfJ
wallopoid,,Camel,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Beige,Beige,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet01_Remake_0_0,0_0,14075,XuJSMaA3duE3PCpcy
wallopoid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet01_Remake_1_0,1_0,14075,qZaCGLDMsccBoS4hG
wallopoid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet01_Remake_2_0,2_0,14075,hWyFMenaNriQJ7p5b
wallopoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet01_Remake_3_0,3_0,14075,zfgGWbLjYKkkomPEH
wallopoid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet01_Remake_4_0,4_0,14075,eBmgYB9BNTSGGRQS3
wallopoid,,Black,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Black,Red,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet01_Remake_5_0,5_0,14075,xotcjsMf53SQ29aDf
whirroid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet04_Remake_0_0,0_0,14078,vmvaJpxu3Fn4ajdfK
whirroid,,Red,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Red,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet04_Remake_1_0,1_0,14078,7EuhpxDDrpzggXZjm
whirroid,,Gold,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet04_Remake_2_0,2_0,14078,Qix3oTA2REPSSRt2Z
whirroid,,Silver,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Gray,Gray,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Drum set,Not for sale,2.0.0,Yes,FtrHaniwaDrumSet04_Remake_3_0,3_0,14078,JR7hnbShE9McLoThT
whistloid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Aqua,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody03_Remake_0_0,0_0,14057,Dx4Sog9gFTaCjtjJQ
whistloid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Brown,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody03_Remake_1_0,1_0,14057,yLrmxceegmPpxfSu7
whistloid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody03_Remake_2_0,2_0,14057,SZ7anchqB2suN8SKj
whistloid,,Green,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Green,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody03_Remake_3_0,3_0,14057,PeGr2ce8BNW7q6G64
whistloid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Pink,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody03_Remake_4_0,4_0,14057,e7QSeTQ4dJnQuWcJ6
whistloid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,White,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody03_Remake_5_0,5_0,14057,qG2qzyEwT97mS9CLL
xylophoid,,Yellow,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Yellow,Purple,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody00_Remake_0_0,0_0,14046,nEot8dYGCy7exGuaA
xylophoid,,Blue,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Aqua,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody00_Remake_1_0,1_0,14046,pFA6oQgA5CFYSbje6
xylophoid,,Pink,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Pink,Green,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody00_Remake_2_0,2_0,14046,PbxGNexhtrJXCWBP7
xylophoid,,White,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,White,Yellow,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody00_Remake_3_0,3_0,14046,27huQwjK8BSR3b87Y
xylophoid,,Brown,Color,NA,NA,No,Yes,No,1,Normal,1000,NFS,828,Brown,Blue,NA,NA,1x1,Dig Spot,,NA,NA,207,None,None,None,None,None,Yes,Haniwa,No,No lighting,Melody,Not for sale,2.0.0,Yes,FtrHaniwaMelody00_Remake_4_0,4_0,14046,Kt2cGKRAwAtzQPQ4N
